reference_no,account_number,country,currency,customer_name,balance,transfer_type,date,month,weekday,time,time_range,amount
CUS-1790886359,ACC-1349834573,Malaysia,MYR,Matthew,8282.35,PAYMENT,8/22/2021,August,Sun,20:10:53,Night,32
CUS-261674136,ACC-240804743,Malaysia,MYR,Kenneth,7823.21,PAYMENT,8/22/2021,August,Sun,5:50:53,Morning,39
CUS-1654129794,ACC-559365433,Malaysia,MYR,Mary,1308.47,SALES-POS,8/22/2021,August,Sun,7:01:22,Morning,34.23
CUS-2688605418,ACC-1608363396,Malaysia,MYR,Robert,2777.45,SALES-POS,8/22/2021,August,Sun,2:59:21,Morning,4.96
CUS-2178051368,ACC-3100725361,Malaysia,MYR,Ronald,779.65,POS,8/23/2021,August,Mon,7:30:03,Morning,144.16
CUS-72755508,ACC-53508546,Malaysia,MYR,Kimberly,1892.51,SALES-POS,8/23/2021,August,Mon,12:24:01,Afternoon,21.39
CUS-2142601169,ACC-1222300524,Malaysia,MYR,Michael,1895.61,SALES-POS,8/23/2021,August,Mon,1:37:20,Morning,18.28
CUS-1790886359,ACC-1349834573,Malaysia,MYR,Matthew,8247.41,POS,8/23/2021,August,Mon,22:49:48,Night,34.94
CUS-3142625864,ACC-1496451953,Malaysia,MYR,Ricky,6706.93,INTER BANK,8/23/2021,August,Mon,7:55:23,Morning,16
CUS-2688605418,ACC-1608363396,Malaysia,MYR,Robert,2765.16,SALES-POS,8/23/2021,August,Mon,8:45:17,Morning,12.29
CUS-1816693151,ACC-1523339231,Malaysia,MYR,Tim,62600.22,PAYMENT,8/23/2021,August,Mon,21:01:29,Night,47
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,1916.08,PAYMENT,8/23/2021,August,Mon,14:20:37,Afternoon,52
CUS-325142416,ACC-1516130869,Malaysia,MYR,Jessica,3960.6,PAYMENT,8/23/2021,August,Mon,5:17:24,Morning,181
CUS-3336454548,ACC-37709441,Malaysia,MYR,Charles,7220.61,INTER BANK,8/23/2021,August,Mon,13:13:57,Afternoon,101
CUS-2110742437,ACC-2270192619,Malaysia,MYR,Darren,9196.18,PAYMENT,8/23/2021,August,Mon,14:12:03,Afternoon,39
CUS-2348881191,ACC-3536132544,Malaysia,MYR,Heather,941.4,PAYMENT,8/23/2021,August,Mon,1:26:17,Morning,22
CUS-3180318393,ACC-2173390920,Malaysia,MYR,Luis,3210.26,POS,8/23/2021,August,Mon,4:08:42,Morning,26.33
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,1868.22,SALES-POS,8/23/2021,August,Mon,7:42:57,Morning,51.04
CUS-2317998716,ACC-2171593283,Malaysia,MYR,Fernando,8947.47,PAYMENT,8/23/2021,August,Mon,17:34:41,Evening,33
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,1898.08,PAYMENT,8/23/2021,August,Mon,1:36:04,Morning,18
CUS-1669695324,ACC-3481401842,Malaysia,MYR,Tiffany,2149.59,PAYMENT,8/23/2021,August,Mon,0:12:41,Morning,46
CUS-2031327464,ACC-602667573,Malaysia,MYR,Michael,5941.8,INTER BANK,8/23/2021,August,Mon,21:14:31,Night,112
CUS-497688347,ACC-211792489,Malaysia,MYR,Jacqueline,1840.61,PAYMENT,8/23/2021,August,Mon,2:08:44,Morning,47
CUS-1669695324,ACC-3481401842,Malaysia,MYR,Tiffany,2195.59,SALES-POS,8/23/2021,August,Mon,22:30:18,Night,20.66
CUS-2155701614,ACC-2231965366,Malaysia,MYR,Linda,8092.77,PAYMENT,8/23/2021,August,Mon,19:35:11,Evening,33
CUS-3174332735,ACC-2259139624,Malaysia,MYR,Cindy,4059.12,INTER BANK,8/23/2021,August,Mon,22:19:57,Night,22
CUS-2178051368,ACC-3100725361,Malaysia,MYR,Ronald,767.4,POS,8/23/2021,August,Mon,23:51:24,Night,12.25
CUS-443776336,ACC-2249586092,Malaysia,MYR,Edward,5795.51,POS,8/23/2021,August,Mon,7:16:54,Morning,18.13
CUS-1388323263,ACC-2920611728,Malaysia,MYR,Tyler,4220.32,PAYMENT,8/23/2021,August,Mon,5:16:38,Morning,194
CUS-4123612273,ACC-2776252858,Malaysia,MYR,Kristin,2100.98,PAYMENT,8/23/2021,August,Mon,8:40:15,Morning,43
CUS-134833760,ACC-1199531521,Malaysia,MYR,Billy,6890.65,POS,8/23/2021,August,Mon,16:35:31,Evening,12.19
CUS-1669695324,ACC-3481401842,Malaysia,MYR,Tiffany,2132.69,POS,8/23/2021,August,Mon,5:56:38,Morning,16.9
CUS-443776336,ACC-2249586092,Malaysia,MYR,Edward,5786.63,SALES-POS,8/23/2021,August,Mon,10:50:59,Morning,8.88
CUS-3026014945,ACC-182446574,Malaysia,MYR,Tonya,3745.47,POS,8/23/2021,August,Mon,23:25:54,Night,22.44
CUS-72755508,ACC-53508546,Malaysia,MYR,Kimberly,1871.91,POS,8/23/2021,August,Mon,16:42:19,Evening,20.6
CUS-2178051368,ACC-3100725361,Malaysia,MYR,Ronald,757.56,POS,8/23/2021,August,Mon,16:19:37,Evening,9.84
CUS-4123612273,ACC-2776252858,Malaysia,MYR,Kristin,2167.36,SALES-POS,8/23/2021,August,Mon,10:27:12,Morning,44.38
CUS-4123612273,ACC-2776252858,Malaysia,MYR,Kristin,2143.98,POS,8/23/2021,August,Mon,16:07:43,Evening,23.38
CUS-1669695324,ACC-3481401842,Malaysia,MYR,Tiffany,2128.68,POS,8/23/2021,August,Mon,18:48:39,Evening,4.01
CUS-1196156254,ACC-3485804958,Malaysia,MYR,Jessica,18388.1,PAYMENT,8/23/2021,August,Mon,22:55:37,Night,27
CUS-325142416,ACC-1516130869,Malaysia,MYR,Jessica,3904.86,INTER BANK,8/23/2021,August,Mon,4:41:29,Morning,39
CUS-325142416,ACC-1516130869,Malaysia,MYR,Jessica,3943.86,POS,8/23/2021,August,Mon,10:34:22,Morning,16.74
CUS-2178051368,ACC-3100725361,Malaysia,MYR,Ronald,742.71,SALES-POS,8/23/2021,August,Mon,9:56:02,Morning,14.85
CUS-1842679196,ACC-2305712452,Malaysia,MYR,Debra,1943.75,SALES-POS,8/23/2021,August,Mon,17:45:04,Evening,18.75
CUS-3378712515,ACC-4258502723,Malaysia,MYR,Kimberly,1778.21,SALES-POS,8/23/2021,August,Mon,0:37:29,Morning,196.45
CUS-3026014945,ACC-182446574,Malaysia,MYR,Tonya,3736.96,SALES-POS,8/23/2021,August,Mon,1:09:36,Morning,8.51
CUS-2650223890,ACC-1438600314,Malaysia,MYR,Maria,3623.14,SALES-POS,8/23/2021,August,Mon,16:01:39,Evening,22.24
CUS-2178051368,ACC-3100725361,Malaysia,MYR,Ronald,724.82,POS,8/23/2021,August,Mon,21:00:06,Night,17.89
CUS-2688605418,ACC-1608363396,Malaysia,MYR,Robert,2753.1,POS,8/23/2021,August,Mon,8:03:43,Morning,12.06
CUS-4023861240,ACC-854938045,Malaysia,MYR,James,10488.55,POS,8/23/2021,August,Mon,1:36:51,Morning,8.16
CUS-3026014945,ACC-182446574,Malaysia,MYR,Tonya,3723.99,POS,8/23/2021,August,Mon,0:55:29,Morning,12.97
CUS-3716701010,ACC-3954677887,Malaysia,MYR,Ruth,3187.32,POS,8/23/2021,August,Mon,16:05:39,Evening,30.86
CUS-1604596597,ACC-1683215619,Malaysia,MYR,Barry,4719.48,PAYMENT,8/23/2021,August,Mon,11:30:17,Morning,81
CUS-1617121891,ACC-2901672282,Malaysia,MYR,Daniel,3309.33,SALES-POS,8/23/2021,August,Mon,17:17:32,Evening,19.64
CUS-4142663097,ACC-958000567,Malaysia,MYR,Sandra,5565.15,POS,8/23/2021,August,Mon,6:12:26,Morning,124.43
CUS-3117610635,ACC-1334819143,Malaysia,MYR,Christopher,58483.17,SALES-POS,8/23/2021,August,Mon,19:22:40,Evening,17.12
CUS-1433879684,ACC-3541460373,Malaysia,MYR,Jeffrey,2537.59,PAYMENT,8/23/2021,August,Mon,10:07:25,Morning,41
CUS-2348881191,ACC-3536132544,Malaysia,MYR,Heather,3042.91,PAY/SALARY,8/23/2021,August,Mon,5:06:07,Morning,2101.51
CUS-2630892467,ACC-4163822186,Malaysia,MYR,Karen,5242.69,PAY/SALARY,8/23/2021,August,Mon,18:29:04,Evening,920.71
CUS-2688605418,ACC-1608363396,Malaysia,MYR,Robert,2729.1,INTER BANK,8/23/2021,August,Mon,15:00:18,Afternoon,24
CUS-3174332735,ACC-2259139624,Malaysia,MYR,Cindy,7736.06,PAY/SALARY,8/23/2021,August,Mon,2:54:07,Morning,3676.94
CUS-3716701010,ACC-3954677887,Malaysia,MYR,Ruth,3141.32,PAYMENT,8/23/2021,August,Mon,1:42:59,Morning,46
CUS-3026014945,ACC-182446574,Malaysia,MYR,Tonya,3715.24,SALES-POS,8/23/2021,August,Mon,14:45:04,Afternoon,8.75
CUS-1005756958,ACC-2828321672,Malaysia,MYR,Stephanie,1640.41,POS,8/23/2021,August,Mon,0:38:12,Morning,19.62
CUS-3702001629,ACC-154431271,Malaysia,MYR,Lori,650.04,SALES-POS,8/23/2021,August,Mon,4:57:14,Morning,10.12
CUS-1654129794,ACC-559365433,Malaysia,MYR,Mary,1286.5,SALES-POS,8/23/2021,August,Mon,11:46:22,Morning,21.97
CUS-3378712515,ACC-4258502723,Malaysia,MYR,Kimberly,1774.26,POS,8/23/2021,August,Mon,5:43:32,Morning,3.95
CUS-3336454548,ACC-37709441,Malaysia,MYR,Charles,7198.96,SALES-POS,8/23/2021,August,Mon,23:57:56,Night,21.65
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,16055.19,POS,8/23/2021,August,Mon,4:20:39,Morning,9.63
CUS-1646183815,ACC-721712940,Malaysia,MYR,Andrew,52429.38,PAY/SALARY,8/23/2021,August,Mon,4:24:53,Morning,782.42
CUS-1892177589,ACC-1279356312,Malaysia,MYR,Tyler,6082.23,PAY/SALARY,8/23/2021,August,Mon,22:01:04,Night,2887.34
CUS-527400765,ACC-3879258709,Malaysia,MYR,Natasha,193551.49,PHONE BANK,8/23/2021,August,Mon,10:07:12,Morning,41
CUS-537508723,ACC-966140392,Malaysia,MYR,Joseph,3161.18,PAYMENT,8/23/2021,August,Mon,17:23:20,Evening,35
CUS-2688605418,ACC-1608363396,Malaysia,MYR,Robert,2649.63,SALES-POS,8/23/2021,August,Mon,8:37:38,Morning,79.47
CUS-134833760,ACC-1199531521,Malaysia,MYR,Billy,6849.02,SALES-POS,8/23/2021,August,Mon,10:23:25,Morning,41.63
CUS-2738291516,ACC-3317636250,Malaysia,MYR,Kenneth,6983.37,POS,8/23/2021,August,Mon,3:07:11,Morning,11.27
CUS-2484453271,ACC-4274272854,Malaysia,MYR,Timothy,3670.08,PAYMENT,8/23/2021,August,Mon,7:05:52,Morning,15
CUS-3904958894,ACC-1243371644,Malaysia,MYR,Gregory,3001.96,PAY/SALARY,8/23/2021,August,Mon,13:14:57,Afternoon,1681.58
CUS-3378712515,ACC-4258502723,Malaysia,MYR,Kimberly,1769.69,POS,8/23/2021,August,Mon,13:39:37,Afternoon,4.57
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,16038.1,SALES-POS,8/23/2021,August,Mon,18:05:47,Evening,17.09
CUS-4023861240,ACC-854938045,Malaysia,MYR,James,10443.21,SALES-POS,8/23/2021,August,Mon,14:45:41,Afternoon,45.34
CUS-1790886359,ACC-1349834573,Malaysia,MYR,Matthew,8121.28,PAYMENT,8/23/2021,August,Mon,17:08:21,Evening,60
CUS-2688605418,ACC-1608363396,Malaysia,MYR,Robert,4969.93,PAY/SALARY,8/23/2021,August,Mon,11:53:01,Morning,2320.3
CUS-3431016847,ACC-1424176027,Malaysia,MYR,Donald,3842.64,PAY/SALARY,8/23/2021,August,Mon,4:54:29,Morning,1928.97
CUS-1617121891,ACC-2901672282,Malaysia,MYR,Daniel,3235.09,SALES-POS,8/23/2021,August,Mon,23:12:49,Night,74.24
CUS-3180318393,ACC-2173390920,Malaysia,MYR,Luis,3146.52,SALES-POS,8/23/2021,August,Mon,14:05:31,Afternoon,63.74
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,1881.12,SALES-POS,8/23/2021,August,Mon,5:39:29,Morning,16.96
CUS-2083971310,ACC-2681137560,Malaysia,MYR,Nathaniel,2664.56,SALES-POS,8/23/2021,August,Mon,12:46:48,Afternoon,9.45
CUS-1842679196,ACC-2305712452,Malaysia,MYR,Debra,1934.71,SALES-POS,8/23/2021,August,Mon,5:11:47,Morning,9.04
CUS-1790886359,ACC-1349834573,Malaysia,MYR,Matthew,8181.28,POS,8/23/2021,August,Mon,1:46:39,Morning,66.13
CUS-1233833708,ACC-2988263882,Malaysia,MYR,Michael,3769.84,PAY/SALARY,8/23/2021,August,Mon,4:26:39,Morning,596.33
CUS-1614226872,ACC-1037050564,Malaysia,MYR,Rhonda,2513.05,PAYMENT,8/23/2021,August,Mon,8:30:40,Morning,33
CUS-497688347,ACC-211792489,Malaysia,MYR,Jacqueline,1821.09,POS,8/23/2021,August,Mon,11:20:34,Morning,19.52
CUS-3117610635,ACC-1334819143,Malaysia,MYR,Christopher,58452.53,SALES-POS,8/23/2021,August,Mon,13:51:14,Afternoon,30.64
CUS-3026014945,ACC-182446574,Malaysia,MYR,Tonya,3696.13,SALES-POS,8/23/2021,August,Mon,3:23:41,Morning,19.11
CUS-1790886359,ACC-1349834573,Malaysia,MYR,Matthew,7868.22,SALES-POS,8/23/2021,August,Mon,16:12:02,Evening,253.06
CUS-2142601169,ACC-1222300524,Malaysia,MYR,Michael,1887.96,POS,8/23/2021,August,Mon,19:06:16,Evening,7.65
CUS-3462882033,ACC-1056639002,Malaysia,MYR,Michael,42885.63,SALES-POS,8/23/2021,August,Mon,5:00:53,Morning,11.63
CUS-127297539,ACC-3689607373,Malaysia,MYR,Virginia,3472.73,POS,8/23/2021,August,Mon,13:13:28,Afternoon,21.71
CUS-2059096722,ACC-964839203,Malaysia,MYR,Michael,31481.33,POS,8/23/2021,August,Mon,15:58:52,Afternoon,62.45
CUS-134833760,ACC-1199531521,Malaysia,MYR,Billy,6813.78,SALES-POS,8/23/2021,August,Mon,6:30:59,Morning,35.24
CUS-3201519139,ACC-3881031190,Malaysia,MYR,Richard,3797.09,PAY/SALARY,8/23/2021,August,Mon,7:37:25,Morning,916.75
CUS-55310383,ACC-3021093232,Malaysia,MYR,Melissa,3840.54,SALES-POS,8/23/2021,August,Mon,1:20:16,Morning,47.16
CUS-1147642491,ACC-3233697971,Malaysia,MYR,Robin,4069,POS,8/23/2021,August,Mon,10:40:46,Morning,10.28
CUS-325142416,ACC-1516130869,Malaysia,MYR,Jessica,3878.28,SALES-POS,8/23/2021,August,Mon,18:36:38,Evening,26.58
CUS-883482547,ACC-1710017148,Malaysia,MYR,Michelle,7669.45,POS,8/23/2021,August,Mon,5:36:15,Morning,7.9
CUS-1892177589,ACC-1279356312,Malaysia,MYR,Tyler,6067.23,PAYMENT,8/23/2021,August,Mon,13:41:39,Afternoon,15
CUS-3180318393,ACC-2173390920,Malaysia,MYR,Luis,3117.52,PAYMENT,8/23/2021,August,Mon,19:20:29,Evening,29
CUS-3702001629,ACC-154431271,Malaysia,MYR,Lori,2187.72,PAY/SALARY,8/23/2021,August,Mon,15:50:17,Afternoon,1537.68
CUS-3989008654,ACC-3941181087,Malaysia,MYR,Paul,5543.03,PAY/SALARY,8/23/2021,August,Mon,12:43:55,Afternoon,2687.85
CUS-4142663097,ACC-958000567,Malaysia,MYR,Sandra,5528.15,PAYMENT,8/23/2021,August,Mon,21:15:17,Night,37
CUS-497688347,ACC-211792489,Malaysia,MYR,Jacqueline,6731.99,PAY/SALARY,8/23/2021,August,Mon,23:14:24,Night,4910.9
CUS-72755508,ACC-53508546,Malaysia,MYR,Kimberly,2597.23,PAY/SALARY,8/23/2021,August,Mon,1:54:01,Morning,725.32
CUS-3142625864,ACC-1496451953,Malaysia,MYR,Ricky,6664.96,SALES-POS,8/23/2021,August,Mon,3:50:45,Morning,41.97
CUS-3716701010,ACC-3954677887,Malaysia,MYR,Ruth,3087.68,SALES-POS,8/23/2021,August,Mon,21:38:31,Night,53.64
CUS-883482547,ACC-1710017148,Malaysia,MYR,Michelle,7593.43,POS,8/23/2021,August,Mon,1:02:36,Morning,76.02
CUS-3904958894,ACC-1243371644,Malaysia,MYR,Gregory,2978.07,POS,8/23/2021,August,Mon,15:10:29,Afternoon,23.89
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,16007.69,POS,8/23/2021,August,Mon,9:09:36,Morning,30.41
CUS-55310383,ACC-3021093232,Malaysia,MYR,Melissa,3816.31,POS,8/23/2021,August,Mon,7:19:35,Morning,24.23
CUS-1462656821,ACC-588564840,Malaysia,MYR,Isaiah,9241.27,PAYMENT,8/23/2021,August,Mon,20:51:31,Night,41
CUS-1604596597,ACC-1683215619,Malaysia,MYR,Barry,4670.48,PAYMENT,8/23/2021,August,Mon,17:07:27,Evening,49
CUS-527400765,ACC-3879258709,Malaysia,MYR,Natasha,193530.49,PAYMENT,8/23/2021,August,Mon,15:27:12,Afternoon,21
CUS-2819545904,ACC-2650850707,Malaysia,MYR,Brian,108407.26,POS,8/23/2021,August,Mon,2:45:09,Morning,351.06
CUS-2142601169,ACC-1222300524,Malaysia,MYR,Michael,1868.82,POS,8/23/2021,August,Mon,11:00:40,Morning,19.14
CUS-2142601169,ACC-1222300524,Malaysia,MYR,Michael,1818.82,PAYMENT,8/23/2021,August,Mon,20:49:21,Night,50
CUS-2370108457,ACC-2014856841,Malaysia,MYR,Patrick,259973.9,PAYMENT,8/23/2021,August,Mon,10:54:31,Morning,50
CUS-883482547,ACC-1710017148,Malaysia,MYR,Michelle,7414.43,PHONE BANK,8/23/2021,August,Mon,5:45:25,Morning,179
CUS-3026014945,ACC-182446574,Malaysia,MYR,Tonya,3397.95,POS,8/23/2021,August,Mon,2:33:08,Morning,298.18
CUS-2688605418,ACC-1608363396,Malaysia,MYR,Robert,4844.12,SALES-POS,8/23/2021,August,Mon,0:21:35,Morning,125.81
CUS-164374203,ACC-1799207998,Malaysia,MYR,Susan,4522.71,POS,8/23/2021,August,Mon,22:21:22,Night,35.88
CUS-164374203,ACC-1799207998,Malaysia,MYR,Susan,4493.82,POS,8/23/2021,August,Mon,17:18:20,Evening,28.89
CUS-3336454548,ACC-37709441,Malaysia,MYR,Charles,7169.8,POS,8/23/2021,August,Mon,18:05:18,Evening,29.16
CUS-3255104878,ACC-2615038700,Malaysia,MYR,Emily,29818.31,SALES-POS,8/23/2021,August,Mon,6:59:52,Morning,9.83
CUS-1892177589,ACC-1279356312,Malaysia,MYR,Tyler,6026.23,PAYMENT,8/23/2021,August,Mon,12:20:11,Afternoon,41
CUS-3151318058,ACC-4281711154,Malaysia,MYR,Eric,36290.74,PAYMENT,8/23/2021,August,Mon,9:39:42,Morning,151
CUS-1646621553,ACC-1973887809,Malaysia,MYR,Antonio,3097.22,POS,8/23/2021,August,Mon,8:01:15,Morning,18.11
CUS-3462882033,ACC-1056639002,Malaysia,MYR,Michael,42876.32,SALES-POS,8/23/2021,August,Mon,17:18:33,Evening,9.31
CUS-4023861240,ACC-854938045,Malaysia,MYR,James,10385.21,PHONE BANK,8/23/2021,August,Mon,12:04:17,Afternoon,58
CUS-2688605418,ACC-1608363396,Malaysia,MYR,Robert,4805.94,SALES-POS,8/23/2021,August,Mon,15:13:49,Afternoon,38.18
CUS-127297539,ACC-3689607373,Malaysia,MYR,Virginia,3467.87,SALES-POS,8/23/2021,August,Mon,1:01:14,Morning,4.86
CUS-164374203,ACC-1799207998,Malaysia,MYR,Susan,4471.88,SALES-POS,8/23/2021,August,Mon,9:36:32,Morning,21.94
CUS-134833760,ACC-1199531521,Malaysia,MYR,Billy,6797.19,POS,8/23/2021,August,Mon,13:44:25,Afternoon,16.59
CUS-3462882033,ACC-1056639002,Malaysia,MYR,Michael,42823.73,SALES-POS,8/23/2021,August,Mon,22:32:12,Night,52.59
CUS-1220154422,ACC-3741880913,Malaysia,MYR,Ashley,6063.16,PAYMENT,8/23/2021,August,Mon,4:20:27,Morning,32
CUS-1896554896,ACC-90814749,Malaysia,MYR,Christopher,7597.13,PAYMENT,8/23/2021,August,Mon,20:08:51,Night,36
CUS-2031327464,ACC-602667573,Malaysia,MYR,Michael,5054.8,PAYMENT,8/23/2021,August,Mon,3:55:46,Morning,887
CUS-331942311,ACC-2265520058,Malaysia,MYR,Catherine,1571.73,PAYMENT,8/23/2021,August,Mon,23:00:11,Night,33
CUS-1005756958,ACC-2828321672,Malaysia,MYR,Stephanie,1437.67,POS,8/23/2021,August,Mon,14:01:21,Afternoon,202.74
CUS-3026014945,ACC-182446574,Malaysia,MYR,Tonya,3385.35,POS,8/23/2021,August,Mon,23:39:40,Night,12.6
CUS-3142625864,ACC-1496451953,Malaysia,MYR,Ricky,6648.25,SALES-POS,8/23/2021,August,Mon,20:37:48,Night,16.71
CUS-127297539,ACC-3689607373,Malaysia,MYR,Virginia,3441.45,POS,8/23/2021,August,Mon,17:08:56,Evening,26.42
CUS-2376382098,ACC-354106658,Malaysia,MYR,Christine,7703.82,PAYMENT,8/23/2021,August,Mon,14:47:00,Afternoon,52
CUS-3117610635,ACC-1334819143,Malaysia,MYR,Christopher,58393.53,INTER BANK,8/23/2021,August,Mon,18:44:04,Evening,59
CUS-2688605418,ACC-1608363396,Malaysia,MYR,Robert,4788.74,SALES-POS,8/23/2021,August,Mon,18:17:37,Evening,17.2
CUS-2142601169,ACC-1222300524,Malaysia,MYR,Michael,1737.93,SALES-POS,8/23/2021,August,Mon,9:45:51,Morning,80.89
CUS-55310383,ACC-3021093232,Malaysia,MYR,Melissa,3792.42,POS,8/23/2021,August,Mon,18:33:42,Evening,23.89
CUS-3026014945,ACC-182446574,Malaysia,MYR,Tonya,3359.63,SALES-POS,8/24/2021,August,Tue,2:20:22,Morning,25.72
CUS-537508723,ACC-966140392,Malaysia,MYR,Joseph,3151.56,SALES-POS,8/24/2021,August,Tue,2:55:44,Morning,9.62
CUS-325142416,ACC-1516130869,Malaysia,MYR,Jessica,3864.78,POS,8/24/2021,August,Tue,2:04:48,Morning,13.5
CUS-1433879684,ACC-3541460373,Malaysia,MYR,Jeffrey,2525.08,SALES-POS,8/24/2021,August,Tue,13:58:13,Afternoon,12.51
CUS-3201519139,ACC-3881031190,Malaysia,MYR,Richard,3711.09,INTER BANK,8/24/2021,August,Tue,11:01:28,Morning,86
CUS-1842679196,ACC-2305712452,Malaysia,MYR,Debra,1923.51,SALES-POS,8/24/2021,August,Tue,6:58:42,Morning,11.2
CUS-1654129794,ACC-559365433,Malaysia,MYR,Mary,1264.66,POS,8/24/2021,August,Tue,23:51:58,Night,21.84
CUS-1604596597,ACC-1683215619,Malaysia,MYR,Barry,4611.48,PAYMENT,8/24/2021,August,Tue,1:39:33,Morning,59
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,15964.69,PAYMENT,8/24/2021,August,Tue,2:44:45,Morning,43
CUS-3142625864,ACC-1496451953,Malaysia,MYR,Ricky,6625.25,PAYMENT,8/24/2021,August,Tue,15:10:20,Afternoon,23
CUS-883482547,ACC-1710017148,Malaysia,MYR,Michelle,7374.43,PAYMENT,8/24/2021,August,Tue,4:57:52,Morning,40
CUS-2376382098,ACC-354106658,Malaysia,MYR,Christine,7657.7,SALES-POS,8/24/2021,August,Tue,1:26:00,Morning,46.12
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,1854.07,SALES-POS,8/24/2021,August,Tue,14:13:02,Afternoon,14.15
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,1841.75,POS,8/24/2021,August,Tue,15:31:50,Afternoon,12.32
CUS-2663907001,ACC-3827517394,Malaysia,MYR,Craig,32613.16,PAYMENT,8/24/2021,August,Tue,13:31:35,Afternoon,65
CUS-3431016847,ACC-1424176027,Malaysia,MYR,Donald,3828.34,SALES-POS,8/24/2021,August,Tue,5:56:35,Morning,14.3
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,1715.12,PAYMENT,8/24/2021,August,Tue,12:54:29,Afternoon,166
CUS-3989008654,ACC-3941181087,Malaysia,MYR,Paul,5515.03,PAYMENT,8/24/2021,August,Tue,11:46:20,Morning,28
CUS-809013380,ACC-1990648130,Malaysia,MYR,Kaitlyn,2646.63,PAYMENT,8/24/2021,August,Tue,5:34:49,Morning,28
CUS-537508723,ACC-966140392,Malaysia,MYR,Joseph,3127.51,POS,8/24/2021,August,Tue,11:08:48,Morning,24.05
CUS-3142625864,ACC-1496451953,Malaysia,MYR,Ricky,6608.25,PAYMENT,8/24/2021,August,Tue,18:17:37,Evening,17
CUS-586638664,ACC-574997646,Malaysia,MYR,Mackenzie,1381.1,PAYMENT,8/24/2021,August,Tue,9:53:30,Morning,91
CUS-2110742437,ACC-2270192619,Malaysia,MYR,Darren,9177.2,POS,8/24/2021,August,Tue,13:34:39,Afternoon,18.98
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,1826.8,SALES-POS,8/24/2021,August,Tue,10:15:12,Morning,14.95
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,1819.99,SALES-POS,8/24/2021,August,Tue,15:25:37,Afternoon,6.81
CUS-1147642491,ACC-3233697971,Malaysia,MYR,Robin,4051.35,POS,8/24/2021,August,Tue,5:41:17,Morning,17.65
CUS-2688605418,ACC-1608363396,Malaysia,MYR,Robert,4779.29,POS,8/24/2021,August,Tue,20:48:47,Night,9.45
CUS-1646621553,ACC-1973887809,Malaysia,MYR,Antonio,3014.02,SALES-POS,8/24/2021,August,Tue,7:16:33,Morning,83.2
CUS-2178051368,ACC-3100725361,Malaysia,MYR,Ronald,696.66,POS,8/24/2021,August,Tue,4:39:11,Morning,28.16
CUS-2083971310,ACC-2681137560,Malaysia,MYR,Nathaniel,2660.51,SALES-POS,8/24/2021,August,Tue,4:08:25,Morning,4.05
CUS-3431016847,ACC-1424176027,Malaysia,MYR,Donald,3806.68,POS,8/24/2021,August,Tue,19:05:54,Evening,21.66
CUS-880898248,ACC-2970114956,Malaysia,MYR,Robert,6740.25,SALES-POS,8/24/2021,August,Tue,21:01:38,Night,25.08
CUS-3378712515,ACC-4258502723,Malaysia,MYR,Kimberly,1766.84,POS,8/24/2021,August,Tue,5:06:12,Morning,2.85
CUS-809013380,ACC-1990648130,Malaysia,MYR,Kaitlyn,2638.45,POS,8/24/2021,August,Tue,5:42:22,Morning,8.18
CUS-164374203,ACC-1799207998,Malaysia,MYR,Susan,4354.04,SALES-POS,8/24/2021,August,Tue,16:54:00,Evening,117.84
CUS-1928710999,ACC-3084464802,Malaysia,MYR,Susan,5193.05,SALES-POS,8/24/2021,August,Tue,20:33:12,Night,16.45
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,15945.29,POS,8/24/2021,August,Tue,2:30:48,Morning,19.4
CUS-2178051368,ACC-3100725361,Malaysia,MYR,Ronald,687.85,POS,8/24/2021,August,Tue,23:47:15,Night,8.81
CUS-3117610635,ACC-1334819143,Malaysia,MYR,Christopher,58343.53,PAYMENT,8/24/2021,August,Tue,10:01:37,Morning,50
CUS-2688605418,ACC-1608363396,Malaysia,MYR,Robert,4774.55,POS,8/24/2021,August,Tue,7:42:01,Morning,4.74
CUS-880898248,ACC-2970114956,Malaysia,MYR,Robert,6718.35,SALES-POS,8/24/2021,August,Tue,17:31:00,Evening,21.9
CUS-1147642491,ACC-3233697971,Malaysia,MYR,Robin,4007.67,POS,8/24/2021,August,Tue,5:41:46,Morning,43.68
CUS-134193016,ACC-1788473090,Malaysia,MYR,Rachael,3376.22,INTER BANK,8/24/2021,August,Tue,15:17:21,Afternoon,66
CUS-2348881191,ACC-3536132544,Malaysia,MYR,Heather,3009.91,PAYMENT,8/24/2021,August,Tue,13:15:34,Afternoon,33
